! NanoVNA-App
! Date: 2024-06-24 16:41:53
! Start: 1.00MHz  Stop: 2.00GHz  Points: 301
! S-Parameter data: F S11
# Hz S RI R 50
Frequency           S11_Real           S11_Imag           S21_Real           S21_Imag           S12_Real           S12_Imag           S22_Real           S22_Imag
1.69000000E+2      9.58186515E-1      9.54539313E-1      2.97712647E-1      9.11247007E-1      4.69927830E-1      1.35644524E-1      1.85221129E-1      5.25801613E-1
1.70000000E+2      1.75016508E-1      2.80246406E-1      2.75793668E-1      1.49704977E-1      1.13416577E-1      2.25370249E-2      5.02082147E-1      8.06109765E-1
1.71000000E+2      1.59707061E-1      1.27224605E-1      2.20532484E-1      9.05278725E-1      1.02708263E-1      3.65161800E-1      4.47485993E-1      8.04199006E-1
1.72000000E+2      3.34241503E-2      2.35717135E-1      1.02079897E-1      4.73963882E-1      5.09078546E-1      3.78397156E-1      9.65007873E-1      9.21253819E-2
1.73000000E+2      8.63315445E-1      7.64083569E-1      1.86840109E-1      1.55435640E-1      8.05833480E-1      4.20052987E-1      4.99238415E-1      3.86652571E-1
1.74000000E+2      5.38882281E-1      5.10309488E-1      4.37409385E-1      5.12594435E-1      4.27751227E-1      3.38389614E-1      5.53893716E-1      1.25638345E-1
1.75000000E+2      7.77768740E-1      9.53207659E-1      9.72786452E-1      2.04698255E-1      2.02580888E-1      6.22692331E-1      9.19111549E-1      1.09998975E-1
1.76000000E+2      9.22800216E-1      3.64930310E-2      6.32563675E-1      6.17434904E-1      3.62416092E-1      9.65504265E-1      8.82563435E-1      5.04025402E-1
1.77000000E+2      9.29629152E-1      2.93300104E-1      1.53675120E-1      8.83242532E-1      3.62206662E-1      9.09262796E-2      1.85623968E-1      9.83506179E-1
1.78000000E+2      8.27851474E-1      6.46705820E-1      2.58399475E-1      9.43570419E-1      4.90498018E-1      2.44600011E-1      5.07430579E-1      6.96176313E-1
1.79000000E+2      7.51033733E-1      5.03286603E-1      5.46422622E-1      4.67166295E-1      9.12148004E-2      1.89211072E-1      4.81996026E-1      1.79092815E-1
1.80000000E+2      4.37099265E-1      1.07711150E-1      7.43291801E-1      7.63045484E-1      1.26480446E-1      2.98281582E-1      7.01488475E-1      1.29964037E-1
1.81000000E+2      5.33223473E-1      9.15907747E-1      7.35257384E-1      5.16350073E-1      4.97508629E-2      8.85150496E-1      4.00312050E-1      7.05134374E-1
1.82000000E+2      2.88264332E-2      3.68915024E-1      1.09414319E-1      1.75708896E-1      5.52120180E-2      1.55542894E-1      7.95519710E-1      2.68171922E-1
1.83000000E+2      1.67565509E-1      5.34946376E-2      6.18041032E-1      8.18194576E-1      3.66955184E-1      4.60843027E-1      3.62475316E-1      1.59013585E-1
1.84000000E+2      9.44945612E-1      8.52337647E-1      3.42515850E-1      2.15310597E-1      2.43903456E-1      7.64987366E-1      6.32179698E-1      7.43592497E-2
1.85000000E+2      8.94653671E-1      4.67317980E-1      8.89026217E-1      2.97761827E-1      3.78230209E-1      5.88309774E-2      6.17468057E-1      4.94655370E-1
1.86000000E+2      6.84588399E-1      2.98758279E-1      7.78780561E-1      8.85225152E-1      9.31439263E-1      5.28218038E-1      7.74279608E-1      1.04049379E-1
1.87000000E+2      2.42085355E-1      5.22708589E-1      3.07959770E-1      4.54079687E-1      7.52747391E-1      6.34613880E-1      4.49672508E-1      4.41556983E-1
1.88000000E+2      8.65847277E-1      6.60641319E-2      4.38634142E-1      2.69281354E-1      6.17129876E-1      4.54361184E-1      3.10887893E-1      7.37682752E-1
1.89000000E+2      3.46949742E-1      1.93747339E-1      1.26141891E-1      5.33465795E-1      6.51691294E-1      8.06969193E-1      3.23722761E-1      2.27658015E-1
1.90000000E+2      5.89734539E-1      9.68983429E-1      1.65591692E-2      3.67778818E-1      5.15795940E-1      2.87013858E-1      8.88770849E-1      3.59250253E-1
1.91000000E+2      4.28950213E-1      4.86540871E-1      3.30408235E-1      5.26294566E-1      5.10316895E-3      3.81530576E-1      2.32233312E-1      9.47240423E-1
1.92000000E+2      9.47240024E-1      8.77820267E-1      3.96445876E-1      6.92753990E-3      5.04137758E-1      5.37217575E-1      1.32228539E-1      9.66906186E-1
1.93000000E+2      8.46402717E-1      8.88757204E-1      8.13956770E-1      7.43615311E-1      2.93005378E-1      7.36634310E-1      6.59474766E-1      8.35356016E-1
1.94000000E+2      6.35909095E-1      6.01881947E-1      9.24442991E-1      6.56553662E-1      3.88226006E-1      2.35493568E-1      8.05682639E-1      5.98231967E-1
1.95000000E+2      8.95992061E-2      6.55164960E-1      5.59267984E-1      3.66380234E-1      9.63945510E-2      1.36345288E-1      8.55794717E-1      3.98489886E-1
1.96000000E+2      1.87262332E-1      3.82097549E-1      3.25000396E-1      4.99528042E-2      9.95208883E-2      9.92669168E-1      1.38902115E-1      8.15704387E-1
1.97000000E+2      1.56985312E-1      4.46663907E-1      5.52379112E-1      5.90488440E-1      6.92682687E-1      1.99619110E-2      6.53237773E-1      8.91205259E-1
1.98000000E+2      1.21518199E-1      7.82734503E-1      9.76685233E-1      7.85078757E-1      7.85425272E-1      2.11423842E-1      1.57096818E-1      3.38709903E-1
1.99000000E+2      4.21895097E-1      3.21015865E-1      2.17341809E-1      9.37448955E-1      8.34941793E-1      9.08462345E-1      3.96456638E-1      1.12337881E-2
2.00000000E+2      4.50627310E-1      4.77385400E-2      3.68173805E-1      5.35714224E-2      3.90157841E-1      8.72428522E-1      5.30978428E-1      3.93623653E-1
2.01000000E+2      5.47619164E-1      1.62610508E-1      4.47571027E-1      7.75586712E-1      1.63364063E-1      8.73758670E-2      7.96271621E-1      5.39605346E-1
2.02000000E+2      3.59652897E-1      8.63985859E-1      4.00477024E-1      7.54902381E-1      7.40808449E-1      7.14863085E-1      4.56874189E-2      7.53309485E-1
2.03000000E+2      8.26923921E-1      3.15451133E-1      3.73502111E-1      5.02129610E-1      2.23098148E-1      4.47372846E-1      2.75340277E-1      1.95662785E-1
2.04000000E+2      4.64511967E-1      3.04271824E-1      9.99842233E-1      6.31518688E-1      9.85824907E-2      1.13002650E-1      4.11642097E-1      8.74752659E-1
2.05000000E+2      7.44283935E-1      9.43667727E-1      7.08049926E-1      2.54808722E-1      8.33419651E-1      5.47290163E-1      6.94659900E-1      3.72833944E-1
2.06000000E+2      5.80889245E-1      5.02430372E-2      5.63193734E-1      7.69264035E-1      3.53107893E-1      6.52180969E-2      6.91384812E-1      9.63087009E-1
2.07000000E+2      3.34443649E-1      6.46978249E-1      5.22846673E-1      4.06617037E-3      3.02537023E-1      8.38646742E-1      6.76851683E-1      6.07032835E-1
2.08000000E+2      2.51273988E-1      8.62886807E-1      6.92174180E-1      5.11129934E-1      4.60339156E-1      8.70557943E-1      8.53759244E-1      1.23043195E-1
2.09000000E+2      2.99767340E-1      6.30491540E-1      1.25692346E-1      4.60758369E-1      5.88282116E-1      9.20064833E-1      9.10665303E-1      5.57274951E-1
2.10000000E+2      1.44774671E-1      4.09203826E-1      8.54006440E-1      4.35005115E-2      1.31655243E-1      1.66914596E-1      1.93146039E-1      7.41538881E-1
2.11000000E+2      6.87236831E-2      4.92678837E-1      7.06910730E-1      7.83789187E-1      4.50729535E-1      2.35182259E-1      7.06650217E-2      3.43498674E-2
2.12000000E+2      2.37401630E-2      4.87952404E-1      2.49279658E-1      4.06242725E-1      2.75676883E-1      5.34901096E-1      3.63704295E-2      3.92030591E-1
2.13000000E+2      7.43369869E-1      4.53227177E-2      6.17421592E-1      1.44777798E-1      9.48316026E-3      4.02572746E-1      7.02388683E-1      9.41500660E-1
2.14000000E+2      9.78549071E-1      9.80033426E-1      3.51671188E-1      1.32605851E-1      6.42597949E-1      6.27247216E-1      7.73717118E-1      9.93236323E-1
2.15000000E+2      8.68819197E-1      4.97789353E-1      2.12994999E-1      7.01996505E-1      2.13192898E-1      1.67658282E-1      5.79409232E-1      8.46238006E-1
2.16000000E+2      5.04373019E-1      2.74906352E-1      6.24524026E-1      4.54345126E-1      5.71316826E-1      4.62453897E-1      7.33688775E-1      4.02099025E-1
2.17000000E+2      6.83926281E-1      2.82048329E-1      4.11799543E-2      1.01260104E-1      8.25232623E-1      8.72065758E-2      9.83604823E-1      9.28520488E-1
2.18000000E+2      9.79656487E-1      3.35362625E-2      1.43097168E-1      4.88023147E-1      3.07526114E-1      4.72054952E-1      2.76707251E-1      2.81240179E-1
2.19000000E+2      4.51125905E-1      1.18250189E-1      1.29548012E-1      4.21080995E-1      6.89756059E-1      2.14050347E-1      3.91085655E-1      8.08895334E-1
2.20000000E+2      7.63132709E-1      7.19871931E-1      1.07027907E-1      2.20097368E-1      1.62754438E-1      5.70498167E-1      7.70690384E-1      5.91090095E-1
2.21000000E+2      4.41302305E-1      8.04977167E-1      2.58519154E-1      9.65717676E-2      5.80950947E-1      3.82714723E-1      8.70670088E-1      4.55388292E-1
2.22000000E+2      4.29257957E-1      2.38231908E-2      1.58919832E-1      9.76759144E-1      7.69342010E-1      3.90900278E-1      6.89156698E-2      3.22274494E-2
2.23000000E+2      3.58421444E-1      4.65154744E-1      5.24631631E-1      2.52507468E-1      1.93760137E-1      6.87143680E-1      1.78208125E-1      8.09621493E-2
2.24000000E+2      6.79388026E-1      8.39152033E-1      4.80734774E-1      9.71493693E-1      1.50955366E-1      8.74752737E-1      2.65395147E-1      1.53769360E-1
2.25000000E+2      3.30923319E-2      8.73616121E-2      3.98538027E-1      7.05920525E-1      2.39145614E-1      1.54346056E-1      4.80327896E-1      2.58188866E-1
2.26000000E+2      2.55482042E-1      4.71104874E-2      5.73216978E-1      2.06024955E-1      9.28391047E-3      4.21607604E-3      1.68664001E-1      4.79969423E-1
2.27000000E+2      4.41583505E-1      3.64745944E-1      6.07994098E-1      2.56747479E-1      3.01349123E-1      2.95564701E-1      5.50206884E-1      3.29748246E-1
2.28000000E+2      1.20037703E-1      4.36881689E-2      2.35431750E-1      6.50243629E-1      8.23089589E-1      2.35207290E-1      4.05362841E-1      9.41162887E-1
2.29000000E+2      4.17948574E-1      4.89605691E-1      1.35579838E-1      1.88597135E-1      2.20914990E-1      6.83497335E-1      4.55193469E-1      9.54555817E-1
2.30000000E+2      6.48775987E-1      6.27525216E-2      8.20021832E-1      7.42582883E-1      9.31177200E-1      1.07883495E-1      7.04304814E-1      4.15556075E-1
2.31000000E+2      8.54778536E-1      5.93680271E-1      5.05710365E-1      9.83495993E-1      4.56103145E-1      4.47490891E-1      2.48692074E-1      7.15329180E-1
2.32000000E+2      1.60679463E-1      8.19297140E-1      8.61707987E-2      8.97666823E-1      4.33612994E-2      8.22122313E-1      1.03844453E-1      8.19032616E-1
2.33000000E+2      4.30961834E-1      5.96816536E-1      2.44287432E-1      3.85270293E-1      2.13403268E-1      7.43553184E-1      7.48117261E-1      5.30222758E-2
2.34000000E+2      8.31011396E-1      8.84260826E-1      2.99209082E-1      8.17232534E-1      7.05851918E-1      5.83274235E-1      6.59103565E-1      5.33273900E-1
2.35000000E+2      2.18473578E-1      1.56821219E-1      5.52719120E-1      5.81875076E-1      1.72199954E-1      6.94908600E-1      1.96754115E-1      1.90098343E-1
2.36000000E+2      5.05919793E-1      8.72786743E-1      2.55943875E-1      1.06250541E-1      4.75161319E-1      1.69717432E-1      2.79831150E-1      1.67500978E-1
2.37000000E+2      8.16919335E-1      5.71391429E-1      5.28665409E-2      6.21363704E-1      8.56569306E-1      7.97825706E-1      7.88348741E-2      9.50082044E-1
2.38000000E+2      4.10754064E-1      8.93864869E-1      9.19557009E-1      9.06534256E-1      9.75755965E-1      1.27929532E-1      5.40889987E-1      1.92240160E-1
2.39000000E+2      1.22429029E-1      5.80678775E-1      7.87924089E-1      7.42320614E-1      1.89866647E-1      7.08930351E-1      8.65739650E-1      1.09948112E-1
2.40000000E+2      9.88371886E-1      2.73042811E-1      6.44384462E-1      1.86201820E-1      9.30913857E-1      8.92071176E-1      6.96876354E-1      9.37682133E-1
2.41000000E+2      6.76741544E-2      8.66700241E-1      1.17309553E-1      2.16396926E-1      9.30535244E-1      6.19156153E-1      6.55328260E-1      6.52659708E-1
2.42000000E+2      8.01816120E-1      8.59636674E-1      4.46592476E-1      7.77384803E-1      5.67527464E-1      4.69839134E-1      6.77423980E-1      4.19652315E-1
2.43000000E+2      7.83061666E-1      2.94025541E-1      5.56650575E-1      5.74161140E-1      2.52381890E-1      9.72866993E-1      4.60120352E-1      8.41214391E-1
2.44000000E+2      2.76005071E-1      6.60465347E-1      3.36309374E-2      8.16871492E-2      2.69093421E-1      3.82283692E-1      5.67843418E-1      4.50452415E-1
2.45000000E+2      5.28546834E-1      6.52067491E-2      9.93512128E-1      4.54531378E-1      6.21256345E-1      7.34356547E-1      6.21395254E-1      4.33069683E-1
2.46000000E+2      8.25649926E-2      5.76515156E-1      6.39041764E-1      8.14526631E-2      8.36371127E-1      9.13496023E-1      5.79715509E-1      1.80803711E-1
2.47000000E+2      5.65011546E-1      8.41679807E-1      9.89562585E-1      3.97025499E-1      7.78688358E-2      1.49537180E-1      1.64860270E-1      1.05582267E-1
2.48000000E+2      3.94727513E-1      7.31675972E-2      4.80247193E-3      5.52754713E-1      3.75840821E-1      1.24576058E-1      8.96214031E-1      4.39944099E-1
2.49000000E+2      8.17849423E-1      5.37162319E-1      4.35229518E-1      2.65714474E-1      8.51575185E-2      8.59841868E-1      6.19206074E-1      5.90986802E-1
2.50000000E+2      5.97907348E-1      8.56977669E-1      4.96501148E-1      9.39557250E-1      4.71220879E-1      9.17092102E-1      9.09434660E-1      9.55937588E-1
2.51000000E+2      6.94574654E-1      5.89315841E-1      5.30569692E-2      6.60930946E-1      6.89179108E-1      6.94642551E-1      5.49086819E-1      9.42069803E-1
2.52000000E+2      5.17536823E-1      6.07921460E-1      1.42756313E-1      2.16887607E-1      1.09936587E-1      9.32243388E-1      3.91584628E-1      1.72060136E-1
2.53000000E+2      6.76714664E-1      5.21993463E-1      5.70316322E-1      9.12528973E-1      4.71159529E-1      2.90225537E-3      5.67148441E-1      1.96984295E-1
2.54000000E+2      8.40031271E-1      4.72206637E-1      6.71284742E-1      4.79318963E-1      9.52672557E-1      7.77556394E-1      4.20704239E-1      2.91006990E-1
2.55000000E+2      9.88042374E-1      5.46208570E-1      3.57053441E-1      7.35976676E-1      9.97958199E-1      5.24693939E-1      2.30023352E-1      9.92183932E-1
2.56000000E+2      3.07563206E-2      4.90982916E-1      1.49500648E-1      1.05034592E-1      1.00907051E-1      7.58942552E-1      8.77508199E-1      6.29530617E-1
2.57000000E+2      6.83541432E-1      4.38469511E-1      8.14263512E-1      5.26669008E-1      7.66769338E-1      2.07428964E-1      7.69435313E-2      1.82017569E-1
2.58000000E+2      4.36550634E-2      6.31237280E-1      7.07097168E-1      1.57194414E-1      4.97652407E-1      1.36195686E-1      6.60233194E-1      3.64489179E-2
2.59000000E+2      6.06938640E-1      6.22050392E-1      1.39230354E-1      3.45714465E-1      4.49125747E-2      9.02065540E-1      1.55243722E-1      2.02687911E-2
2.60000000E+2      3.54007383E-1      8.08492795E-1      5.77216568E-1      5.17548223E-2      3.34990965E-1      5.16925193E-1      3.98108761E-1      1.51461011E-1
2.61000000E+2      7.97618806E-1      9.04222139E-1      6.68664997E-1      1.42738027E-1      9.69200446E-1      6.57843247E-2      3.18037354E-1      7.27945284E-1
2.62000000E+2      4.22028536E-1      1.05002327E-1      7.70923003E-1      3.40049662E-1      7.92364488E-1      8.18327348E-1      7.43565446E-2      7.39152683E-1
2.63000000E+2      8.60304037E-1      6.96717615E-3      7.79281262E-1      3.62101439E-1      5.05903079E-1      7.10426683E-1      6.79818347E-4      4.83640399E-1
2.64000000E+2      8.24596871E-2      4.24880247E-1      5.96901136E-1      7.67085848E-1      7.28248195E-1      3.92064202E-1      1.37721128E-1      6.95657744E-1
2.65000000E+2      2.73053236E-1      6.24857291E-1      9.51903123E-1      1.64173425E-1      8.96118220E-1      5.50802530E-1      7.13239058E-1      9.51997473E-1
2.66000000E+2      1.45872561E-1      3.66202140E-1      4.44182851E-1      5.94778357E-1      9.53487972E-1      7.35366485E-1      8.37796768E-1      2.26608475E-1
2.67000000E+2      7.90523736E-1      3.61250137E-1      5.76412185E-1      4.23510820E-1      9.63832088E-1      4.38190655E-1      1.80549429E-1      6.73920564E-1
2.68000000E+2      4.07244782E-1      7.86283659E-1      7.82182832E-1      8.04706192E-1      5.19483696E-1      6.55828966E-1      2.34083124E-1      6.17623078E-1
2.69000000E+2      2.35283017E-1      1.24613637E-1      2.53165158E-1      1.73675990E-1      2.14560638E-1      3.17269051E-1      2.80787180E-1      6.18410976E-1
2.70000000E+2      6.76005129E-1      6.87394901E-1      2.11412505E-1      6.98625827E-1      9.13728687E-1      9.34630577E-1      1.73247110E-1      8.88950144E-1
2.71000000E+2      4.95203749E-1      2.46796709E-2      7.46444099E-1      3.40016152E-1      3.15755949E-1      5.40384579E-2      6.46539081E-1      8.79604278E-1
2.72000000E+2      1.51585523E-2      1.75829666E-1      3.16782749E-1      4.69775689E-1      6.45638563E-1      3.33207130E-3      2.22688039E-1      3.66565109E-1
2.73000000E+2      2.00104070E-1      2.49747104E-1      9.21775512E-1      1.78533806E-1      4.53775426E-1      6.18672504E-1      1.92668347E-2      6.80308368E-1
2.74000000E+2      4.67618008E-1      3.32038123E-1      4.05441208E-1      2.85360794E-1      4.55789251E-1      5.34043681E-1      5.11194188E-1      7.48626815E-1
2.75000000E+2      7.26786839E-1      3.84721419E-1      4.15140557E-1      2.82229884E-1      3.70818561E-1      2.64835505E-1      2.19609377E-1      2.43659735E-1
2.76000000E+2      8.07788010E-1      8.25955475E-1      2.84277003E-1      5.33251091E-1      7.63896970E-1      7.45495659E-1      6.27306468E-1      9.76366426E-3
2.77000000E+2      9.44039839E-1      8.07307776E-2      1.29729814E-1      1.73900258E-1      4.19497289E-1      3.03698739E-1      6.20075388E-1      7.11265178E-1
2.78000000E+2      7.79452529E-1      4.30511317E-1      5.92569782E-1      6.84308433E-2      2.68683605E-1      5.47771794E-1      1.90089691E-1      8.14190236E-1
2.79000000E+2      1.57046025E-1      3.98474047E-1      2.18027826E-1      1.34034322E-2      9.81191667E-2      6.27990036E-2      6.94861332E-1      7.87498196E-1
2.80000000E+2      3.84367656E-1      2.20638704E-1      7.02381933E-1      2.31611049E-1      9.77592739E-2      4.22365493E-1      1.57989644E-1      9.30384853E-1
2.81000000E+2      6.10275482E-1      5.36586798E-2      9.93178819E-2      9.94445844E-1      7.13423250E-1      7.00006266E-1      4.82173145E-1      1.16924887E-1
2.82000000E+2      9.77020291E-1      8.30622355E-1      4.54378836E-1      4.63453673E-1      1.05241097E-1      8.87184023E-1      6.39757455E-1      2.42877585E-1
2.83000000E+2      2.82753911E-1      4.09939184E-1      4.93708197E-1      4.84691492E-1      3.54305946E-1      5.33685294E-1      5.41822041E-1      1.89404609E-1
2.84000000E+2      7.00885332E-1      9.90056095E-1      6.34196353E-1      5.58971527E-1      5.85568153E-1      5.55592082E-1      1.62533854E-1      5.66775871E-1
2.85000000E+2      3.50504053E-1      2.12593010E-1      6.26546206E-1      5.49728453E-1      6.67343239E-1      6.78281810E-1      5.30812608E-1      4.42830850E-1
2.86000000E+2      6.08201939E-1      6.78615317E-1      1.76758937E-1      7.55819247E-1      3.99547563E-2      1.25180619E-1      3.89036732E-1      8.21852007E-2
2.87000000E+2      7.84950084E-1      1.24323589E-1      9.26378715E-1      4.51945481E-1      2.22492395E-3      6.12477843E-1      4.02426318E-1      1.77791144E-1
2.88000000E+2      2.72087994E-1      8.37773070E-1      6.76229682E-1      1.27831166E-1      1.17138757E-1      2.90521815E-1      6.38550820E-1      7.21227975E-1
2.89000000E+2      2.13706154E-1      5.95723114E-1      8.68957229E-1      4.85294871E-1      2.96957893E-1      3.58259298E-1      1.57011403E-1      8.63316975E-2
2.90000000E+2      3.46415620E-1      3.96249201E-1      1.83257421E-1      8.35541167E-1      4.02087987E-1      3.46443904E-1      2.77355194E-1      5.59110041E-1
2.91000000E+2      8.34887491E-1      1.14111316E-1      8.05829746E-1      5.39278588E-1      2.26325409E-3      2.00258836E-1      5.73053832E-1      3.59967592E-1
2.92000000E+2      3.42980781E-1      1.67884991E-1      5.88118725E-1      7.61411093E-2      5.40080111E-1      7.99637147E-1      1.21571610E-1      3.52983979E-1
2.93000000E+2      9.06656865E-1      9.09477331E-1      1.44422814E-1      7.22281162E-1      5.43195204E-1      4.85712386E-1      3.19281027E-3      5.71848710E-1
2.94000000E+2      5.42957934E-3      5.00981337E-1      1.00861760E-1      7.93241987E-1      1.12656670E-1      5.92622522E-1      2.13550517E-1      2.55133697E-1
2.95000000E+2      6.54393482E-1      5.01875372E-1      8.33784433E-1      5.76962046E-1      7.80107120E-1      7.53359986E-2      3.84126246E-1      1.85485847E-1
2.96000000E+2      2.75319926E-3      4.12808934E-1      7.83958263E-1      9.10738637E-1      4.75154534E-1      9.72444935E-1      1.57354263E-1      7.41698282E-1
2.97000000E+2      8.21253325E-1      9.83571651E-1      7.67320782E-1      6.11025908E-1      5.47310007E-2      5.53939822E-1      5.28660653E-1      9.93468564E-1
2.98000000E+2      3.72490822E-1      8.39844481E-2      7.66477521E-1      9.50409342E-1      3.75884606E-1      3.63152845E-1      3.67067891E-1      4.58864230E-2
2.99000000E+2      2.10102367E-1      3.95683791E-1      9.60578360E-1      7.61338678E-1      3.91223095E-1      1.59399079E-1      7.47148087E-1      5.70235609E-1
3.00000000E+2      6.15863408E-1      2.98728226E-1      4.40667565E-1      7.40662359E-1      5.40619287E-1      5.44953159E-1      7.67443624E-1      8.39445587E-1
3.01000000E+2      3.46294860E-1      6.74047784E-1      4.73607360E-1      5.33838793E-1      5.32930355E-1      5.04008365E-1      5.13204407E-1      3.78156406E-1
3.02000000E+2      1.16586364E-1      5.32437141E-1      9.43654418E-1      3.19936846E-1      3.11227871E-1      9.46617685E-1      9.03245260E-1      2.94097983E-3
3.03000000E+2      8.03726545E-1      4.01584773E-1      7.60328598E-1      1.44821165E-1      5.41290090E-3      5.83790101E-1      8.64562677E-1      3.84114467E-1
3.04000000E+2      2.72322557E-1      4.45353095E-1      5.39789870E-1      1.10245538E-1      3.39785978E-1      2.72096443E-1      6.02021148E-1      2.18416166E-1
3.05000000E+2      6.85590624E-1      6.49227438E-1      2.04871960E-1      5.79050216E-1      2.86220301E-1      6.42149484E-1      9.76167989E-2      7.74966858E-1
3.06000000E+2      9.01491218E-1      7.17204904E-1      5.55558486E-2      7.10487000E-1      8.46432287E-1      4.34817908E-1      5.46241763E-1      3.56942122E-1
3.07000000E+2      7.62851261E-1      6.83897742E-1      6.63256360E-1      1.37275456E-1      8.86367501E-1      5.23249550E-1      9.03327957E-1      3.41466051E-2
3.08000000E+2      2.73592998E-1      3.49191967E-1      7.74794924E-1      3.24377225E-1      9.26677527E-1      4.37670353E-1      8.86596719E-1      1.31276689E-1
3.09000000E+2      6.62548200E-1      4.68054677E-1      7.60585260E-1      7.48253107E-1      7.47387675E-1      9.61766707E-1      7.53429891E-1      8.23443876E-1
3.10000000E+2      5.81202079E-1      3.60183401E-1      9.48247561E-1      6.06908136E-1      3.61232795E-1      7.47100420E-1      3.88940483E-1      9.64552118E-1
3.11000000E+2      3.85845371E-2      8.83645903E-1      4.26274021E-3      1.84158030E-1      6.73961526E-1      4.35082932E-1      2.10062559E-1      3.67973632E-1
3.12000000E+2      8.80734117E-2      4.09002588E-1      7.36277670E-1      7.44741722E-1      9.49059316E-1      6.24720068E-2      7.19051150E-1      6.48262702E-1
3.13000000E+2      1.09909079E-1      4.48416602E-2      5.08653123E-1      2.96499081E-1      4.04381960E-2      6.87620035E-1      7.37141426E-1      3.45491636E-1
3.14000000E+2      6.36464335E-1      3.37770479E-1      6.08074815E-2      3.87774539E-1      9.50170253E-1      6.41103901E-1      7.46730072E-1      2.14493596E-1
3.15000000E+2      6.43311338E-1      9.77444172E-1      9.27308822E-1      8.36233346E-1      6.62723184E-1      1.43130185E-2      6.46919993E-2      2.57555015E-1
3.16000000E+2      8.83312934E-1      6.21396754E-1      5.17009973E-1      8.95337845E-1      7.39592656E-1      1.04384301E-1      1.47558852E-1      3.18454746E-1
3.17000000E+2      7.13690911E-1      3.24189128E-1      6.81605495E-1      4.55140211E-1      2.81271428E-1      1.29286483E-1      1.33252760E-2      6.86185780E-1
3.18000000E+2      5.70922459E-1      9.85409617E-2      7.16290641E-1      8.41374583E-1      1.73756446E-1      1.89162594E-1      2.62497469E-1      9.04153854E-1
3.19000000E+2      4.91893859E-1      6.60991424E-1      2.05504672E-1      8.53038460E-1      3.06128229E-1      4.50952434E-1      9.02091019E-1      7.09493475E-1
3.20000000E+2      9.85416418E-1      4.86882615E-1      7.13973761E-1      8.06212286E-1      1.73088511E-1      2.06468182E-1      8.82831510E-1      1.30886960E-1
3.21000000E+2      7.36185496E-1      3.12346199E-2      8.46479710E-1      9.15508574E-1      7.96506762E-1      4.80628813E-3      5.06817642E-1      3.95107495E-1
3.22000000E+2      9.37242128E-1      2.63875658E-1      6.19394799E-1      5.24076375E-1      3.27883628E-1      8.72970236E-1      4.31841796E-1      7.80527588E-1
3.23000000E+2      6.45359690E-1      9.56157133E-1      2.21496477E-1      2.88078836E-1      5.15428746E-1      3.83132455E-1      3.40972420E-1      8.24528064E-1
3.24000000E+2      2.42764704E-1      1.57082073E-1      4.84550929E-1      2.46982656E-1      4.76448848E-1      4.84849805E-1      3.77681548E-1      8.21490180E-1
3.25000000E+2      4.25832663E-1      4.12064269E-1      2.29086192E-1      6.90159243E-1      2.32515807E-1      6.79853568E-1      2.20316848E-1      3.37066920E-1
3.26000000E+2      9.09867686E-1      7.47583025E-1      9.87134668E-1      9.43551945E-1      5.80678153E-1      3.69929356E-1      7.80729386E-1      4.56710198E-1
3.27000000E+2      1.02091993E-1      5.65134352E-2      5.27614619E-1      5.22539167E-2      4.35096494E-1      7.92275472E-2      7.26274889E-1      8.66021624E-1
3.28000000E+2      3.07775315E-1      3.42956558E-1      3.62010510E-1      3.65498228E-1      2.92376428E-1      7.34551449E-1      4.88341211E-1      8.20561302E-1
3.29000000E+2      9.99758184E-1      4.95438313E-1      1.27485335E-1      1.47243038E-1      4.49000166E-1      4.01159489E-1      3.94494041E-1      5.97003843E-2
3.30000000E+2      2.57356277E-1      7.61239206E-1      3.13547891E-1      9.73667174E-1      3.67605821E-1      3.77724888E-1      6.03458507E-1      1.10155565E-1
3.31000000E+2      1.23945720E-1      1.86620178E-1      6.14136218E-1      7.96613965E-1      2.23049566E-1      8.89001842E-1      3.56908822E-1      8.03399129E-1
3.32000000E+2      6.86963839E-1      6.93016536E-1      7.80662312E-1      7.11111078E-1      9.59000903E-2      7.68444981E-1      4.89979902E-1      3.87010597E-1
3.33000000E+2      3.23646483E-1      2.99774894E-1      2.21058082E-1      4.60997901E-2      6.52173485E-1      7.40033167E-1      2.76078182E-1      9.88869067E-1
3.34000000E+2      7.45179419E-1      3.40266761E-1      7.97697983E-1      2.52912943E-1      7.68492069E-1      8.74844595E-1      9.97176537E-1      7.26294197E-1
3.35000000E+2      3.40523702E-2      1.04518774E-1      3.48266642E-1      6.13227389E-1      5.61499875E-1      2.47226425E-1      5.29904008E-1      4.80046176E-1
3.36000000E+2      2.03018598E-1      1.96726568E-1      2.51217959E-1      3.50725398E-1      8.97869102E-1      1.44980807E-1      4.74242504E-1      1.73945734E-1
3.37000000E+2      9.09381401E-1      7.40776451E-1      5.37978581E-2      2.21015758E-1      7.97099864E-1      1.45475479E-1      6.20464981E-1      6.58572280E-1
3.38000000E+2      5.28035368E-1      8.22399999E-1      3.96427156E-1      5.23170840E-1      8.76253947E-1      6.38529436E-1      3.38310472E-2      6.16329042E-2
3.39000000E+2      2.38843292E-1      2.08639276E-1      9.56843383E-1      4.61554765E-1      7.50445875E-1      3.24795186E-4      4.15019693E-1      9.67312063E-1
